$12;1479371160358806734;1479371160358806734;276;server-1_personal;localhost
$12;1479371160358806734;1479371160358806734;276;server-2_depersonal;localhost
$12;1479371160358806734;1479371160358806734;276;server-3_depersonal;localhost

$12;1479371160358806734;1479371160358806734;840;server-3_depersonal;localhost
$12;1479371160358806734;1479371160358806734;702;server-2_depersonal;localhost
$12;1479371160358806734;1479371160358806734;344;server-1_personal;localhost

$12;1479371160358806734;1479371160358806734;276;server-1_personal;localhost
$12;1479371160358806734;1479371160358806734;276;server-2_depersonal;localhost
$12;1479371160358806734;1479371160358806734;276;server-3_depersonal;localhost
