$12;1479371160358806734;1479371160358806734;276;Server1-EU;localhost
$12;1479371160358806734;1479371160358806734;276;Server2-EU;localhost
$12;1479371160358806734;1479371160358806734;250;Server3-EU;localhost

$12;1479371160358806734;1479371160358806734;804;Server1-NonEU;localhost
$12;1479371160358806734;1479371160358806734;804;Server2-NonEU;localhost
$12;1479371160358806734;1479371160358806734;792;Server3-NonEU;localhost

$12;1479371160358806734;1479371160358806734;112;Server1-EU;localhost
$12;1479371160358806734;1479371160358806734;112;Server2-EU;localhost

$12;1479371160358806734;1479371160358806734;276;Server1-EU;localhost
$12;1479371160358806734;1479371160358806734;276;Server2-EU;localhost
$12;1479371160358806734;1479371160358806734;250;Server3-EU;localhost

$12;1479371160358806734;1479371160358806734;804;Server1-NonEU;localhost
$12;1479371160358806734;1479371160358806734;804;Server2-NonEU;localhost
$12;1479371160358806734;1479371160358806734;792;Server3-NonEU;localhost
