$10;1479371160358806734;1479371160358806734;Server6-EU;tradingsystem.external.Bank;
$10;1479371160358806734;1479371160358806734;Server4-EU;tradingsystem.cashdeskline;
$10;1479371160358806734;1479371160358806734;Server1-EU;cloud.web;
$10;1479371160358806734;1479371160358806734;Server1-EU;webservice.inventory;
$10;1479371160358806734;1479371160358806734;Server2-EU;tradingsystem.inventory;
$10;1479371160358806734;1479371160358806734;Server3-EU;logic.webservice.cashdeskline.cashdeskservice;

$12;1479371160358806734;1479371160358806734;276;Server1-EU;localhost
$12;1479371160358806734;1479371160358806734;276;Server2-EU;localhost
$12;1479371160358806734;1479371160358806734;250;Server3-EU;localhost
$12;1479371160358806734;1479371160358806734;250;Server4-EU;localhost
$12;1479371160358806734;1479371160358806734;826;Server5-EU;localhost
$12;1479371160358806734;1479371160358806734;826;Server6-EU;localhost

$11;1479371160358806734;1479371160358806734;Server1-EU;cloud.web;
$10;1479371160358806734;1479371160358806734;Server5-EU;cloud.web;

$12;1479371160358806734;1479371160358806734;112;Server5-EU;localhost

$10;1479371160358806734;1479371160358806734;Server1-EU;cloud.web;
$11;1479371160358806734;1479371160358806734;Server5-EU;cloud.web;
$11;1479371160358806734;1479371160358806734;Server5-EU;cloud.web;
$10;1479371160358806734;1479371160358806734;Server7-EU;cloud.web;
$10;1479371160358806734;1479371160358806734;Server1-EU;IllegalComonent;
$11;1479371160358806734;1479371160358806734;Server1-EU;IllegalComonent;
$11;1479371160358806734;1479371160358806734;Server2-NonEU;tradingsystem.inventory;

$12;1479371160358806734;1479371160358806734;826;Server7-EU;localhost
