$12;1479371160358806734;1479371160358806734;107;Server2-EU;localhost
$12;1479371160358806734;1479371160358806734;26;Server3-EU;localhost
$10;1479371160358806734;1479371160358806734;Server1-EU;AsC_MarketingAnalysis;
$12;1479371160358806734;1479371160358806734;59;Server1-NonEU;localhost
$12;1479371160358806734;1479371160358806734;96;Server1-NonEU;localhost
$12;1479371160358806734;1479371160358806734;77;Server2-EU;localhost
$12;1479371160358806734;1479371160358806734;110;Server2-NonEU;localhost
$12;1479371160358806734;1479371160358806734;181;Server1-NonEU;localhost
$10;1479371160358806734;1479371160358806734;Server3-NonEU;AsC_CourseAnalysis;
$12;1479371160358806734;1479371160358806734;47;Server1-NonEU;localhost
$12;1479371160358806734;1479371160358806734;104;Server2-EU;localhost
$12;1479371160358806734;1479371160358806734;24;Server3-EU;localhost
$12;1479371160358806734;1479371160358806734;264;Server1-EU;localhost
$10;1479371160358806734;1479371160358806734;Server1-EU;AsC_GovStatistics;
$10;1479371160358806734;1479371160358806734;Server2-EU;AsC_OnlineServices;
$12;1479371160358806734;1479371160358806734;149;Server3-EU;localhost
$11;1479371160358806734;1479371160358806734;Server3-NonEU;AsC_CourseAnalysis;
$12;1479371160358806734;1479371160358806734;55;Server2-EU;localhost
$12;1479371160358806734;1479371160358806734;176;Server1-NonEU;localhost
$11;1479371160358806734;1479371160358806734;Server1-EU;AsC_MarketingAnalysis;
$12;1479371160358806734;1479371160358806734;150;Server2-EU;localhost
$10;1479371160358806734;1479371160358806734;Server1-EU;AsC_CourseAnalysis;
$12;1479371160358806734;1479371160358806734;198;Server1-NonEU;localhost
$12;1479371160358806734;1479371160358806734;135;Server1-EU;localhost
$12;1479371160358806734;1479371160358806734;43;Server1-EU;localhost
$12;1479371160358806734;1479371160358806734;190;Server1-NonEU;localhost
$10;1479371160358806734;1479371160358806734;Server1-EU;AsC_ErrorDetection;
$12;1479371160358806734;1479371160358806734;221;Server3-EU;localhost
$12;1479371160358806734;1479371160358806734;114;Server2-NonEU;localhost
$11;1479371160358806734;1479371160358806734;Server1-EU;AsC_CourseAnalysis;
$12;1479371160358806734;1479371160358806734;174;Server3-NonEU;localhost
$11;1479371160358806734;1479371160358806734;Server1-EU;AsC_ErrorDetection;
$10;1479371160358806734;1479371160358806734;Server3-EU;AsC_TreatmentAnalysis;
$12;1479371160358806734;1479371160358806734;190;Server1-NonEU;localhost
$12;1479371160358806734;1479371160358806734;228;Server2-NonEU;localhost
$12;1479371160358806734;1479371160358806734;13;Server1-EU;localhost
$11;1479371160358806734;1479371160358806734;Server3-EU;AsC_TreatmentAnalysis;
$12;1479371160358806734;1479371160358806734;65;Server2-NonEU;localhost
$10;1479371160358806734;1479371160358806734;Server1-EU;AsC_AccountingService;
$12;1479371160358806734;1479371160358806734;175;Server2-NonEU;localhost
$12;1479371160358806734;1479371160358806734;261;Server2-NonEU;localhost
$12;1479371160358806734;1479371160358806734;40;Server1-EU;localhost
$12;1479371160358806734;1479371160358806734;110;Server1-NonEU;localhost
$12;1479371160358806734;1479371160358806734;115;Server2-EU;localhost
$12;1479371160358806734;1479371160358806734;11;Server2-EU;localhost
$11;1479371160358806734;1479371160358806734;Server1-EU;AsC_AccountingService;
$12;1479371160358806734;1479371160358806734;22;Server1-EU;localhost
$12;1479371160358806734;1479371160358806734;250;Server3-EU;localhost
$12;1479371160358806734;1479371160358806734;266;Server1-NonEU;localhost
$12;1479371160358806734;1479371160358806734;103;Server3-NonEU;localhost
$12;1479371160358806734;1479371160358806734;57;Server3-EU;localhost
$12;1479371160358806734;1479371160358806734;250;Server3-NonEU;localhost
$12;1479371160358806734;1479371160358806734;47;Server3-NonEU;localhost
$12;1479371160358806734;1479371160358806734;195;Server1-EU;localhost
$12;1479371160358806734;1479371160358806734;40;Server3-NonEU;localhost
$12;1479371160358806734;1479371160358806734;223;Server2-NonEU;localhost
