$10;1479371160358806734;1479371160358806734;Server1-EU;AsC_AccountingService;
$12;1479371160358806734;1479371160358806734;57;Server1-EU;localhost
$12;1479371160358806734;1479371160358806734;204;Server3-NonEU;localhost
$12;1479371160358806734;1479371160358806734;257;Server1-NonEU;localhost
$10;1479371160358806734;1479371160358806734;Server1-EU;AsC_MarketingAnalysis;
$12;1479371160358806734;1479371160358806734;117;Server3-EU;localhost
$12;1479371160358806734;1479371160358806734;166;Server3-NonEU;localhost
$10;1479371160358806734;1479371160358806734;Server2-NonEU;AsC_ErrorDetection;
$12;1479371160358806734;1479371160358806734;180;Server2-NonEU;localhost
$12;1479371160358806734;1479371160358806734;216;Server3-NonEU;localhost
$12;1479371160358806734;1479371160358806734;190;Server2-NonEU;localhost
$12;1479371160358806734;1479371160358806734;42;Server1-NonEU;localhost
$10;1479371160358806734;1479371160358806734;Server3-EU;AsC_OnlineServices;
$11;1479371160358806734;1479371160358806734;Server2-NonEU;AsC_ErrorDetection;
$12;1479371160358806734;1479371160358806734;1;Server2-EU;localhost
$12;1479371160358806734;1479371160358806734;53;Server2-NonEU;localhost
$12;1479371160358806734;1479371160358806734;32;Server1-EU;localhost
$12;1479371160358806734;1479371160358806734;212;Server2-EU;localhost
$12;1479371160358806734;1479371160358806734;30;Server1-EU;localhost
$11;1479371160358806734;1479371160358806734;Server1-EU;AsC_AccountingService;
$12;1479371160358806734;1479371160358806734;158;Server3-EU;localhost
$12;1479371160358806734;1479371160358806734;146;Server3-EU;localhost
$12;1479371160358806734;1479371160358806734;117;Server1-EU;localhost
$10;1479371160358806734;1479371160358806734;Server2-NonEU;AsC_CourseAnalysis;
$10;1479371160358806734;1479371160358806734;Server1-EU;AsC_TreatmentAnalysis;
$12;1479371160358806734;1479371160358806734;94;Server2-NonEU;localhost
$12;1479371160358806734;1479371160358806734;260;Server2-EU;localhost
$12;1479371160358806734;1479371160358806734;263;Server1-NonEU;localhost
$12;1479371160358806734;1479371160358806734;172;Server2-NonEU;localhost
$10;1479371160358806734;1479371160358806734;Server1-EU;AsC_AccountingService;
$12;1479371160358806734;1479371160358806734;187;Server1-NonEU;localhost
$12;1479371160358806734;1479371160358806734;147;Server2-EU;localhost
$12;1479371160358806734;1479371160358806734;212;Server2-EU;localhost
$12;1479371160358806734;1479371160358806734;125;Server2-NonEU;localhost
$11;1479371160358806734;1479371160358806734;Server3-EU;AsC_OnlineServices;
$12;1479371160358806734;1479371160358806734;216;Server1-EU;localhost
$12;1479371160358806734;1479371160358806734;8;Server3-EU;localhost
$12;1479371160358806734;1479371160358806734;173;Server3-EU;localhost
$10;1479371160358806734;1479371160358806734;Server3-EU;AsC_ErrorDetection;
$12;1479371160358806734;1479371160358806734;182;Server3-NonEU;localhost
$12;1479371160358806734;1479371160358806734;238;Server3-EU;localhost
$10;1479371160358806734;1479371160358806734;Server1-NonEU;AsC_OnlineServices;
$12;1479371160358806734;1479371160358806734;66;Server1-NonEU;localhost
$10;1479371160358806734;1479371160358806734;Server3-EU;AsC_GovStatistics;
$12;1479371160358806734;1479371160358806734;127;Server3-EU;localhost
$12;1479371160358806734;1479371160358806734;234;Server2-NonEU;localhost
$12;1479371160358806734;1479371160358806734;226;Server2-EU;localhost
$11;1479371160358806734;1479371160358806734;Server2-NonEU;AsC_CourseAnalysis;
$12;1479371160358806734;1479371160358806734;12;Server1-EU;localhost
$12;1479371160358806734;1479371160358806734;143;Server2-EU;localhost
$12;1479371160358806734;1479371160358806734;74;Server1-NonEU;localhost
$12;1479371160358806734;1479371160358806734;143;Server1-EU;localhost
$12;1479371160358806734;1479371160358806734;245;Server2-EU;localhost
$12;1479371160358806734;1479371160358806734;146;Server1-EU;localhost
$10;1479371160358806734;1479371160358806734;Server3-NonEU;AsC_DataManager;
$12;1479371160358806734;1479371160358806734;67;Server1-NonEU;localhost
$12;1479371160358806734;1479371160358806734;74;Server3-EU;localhost
$11;1479371160358806734;1479371160358806734;Server1-NonEU;AsC_OnlineServices;
$12;1479371160358806734;1479371160358806734;40;Server1-EU;localhost
$12;1479371160358806734;1479371160358806734;192;Server3-EU;localhost
$12;1479371160358806734;1479371160358806734;38;Server1-EU;localhost
$12;1479371160358806734;1479371160358806734;251;Server2-NonEU;localhost
$12;1479371160358806734;1479371160358806734;71;Server1-EU;localhost
$12;1479371160358806734;1479371160358806734;79;Server1-NonEU;localhost
$11;1479371160358806734;1479371160358806734;Server1-EU;AsC_MarketingAnalysis;
$10;1479371160358806734;1479371160358806734;Server3-EU;AsC_MarketingAnalysis;
$11;1479371160358806734;1479371160358806734;Server1-EU;AsC_TreatmentAnalysis;
$12;1479371160358806734;1479371160358806734;59;Server1-NonEU;localhost
$12;1479371160358806734;1479371160358806734;119;Server1-EU;localhost
$12;1479371160358806734;1479371160358806734;100;Server1-NonEU;localhost
$12;1479371160358806734;1479371160358806734;256;Server2-NonEU;localhost
$12;1479371160358806734;1479371160358806734;20;Server1-EU;localhost
$12;1479371160358806734;1479371160358806734;47;Server3-EU;localhost
$12;1479371160358806734;1479371160358806734;135;Server2-EU;localhost
$12;1479371160358806734;1479371160358806734;264;Server1-EU;localhost
$10;1479371160358806734;1479371160358806734;Server2-EU;AsC_CourseAnalysis;
$12;1479371160358806734;1479371160358806734;241;Server1-EU;localhost
$12;1479371160358806734;1479371160358806734;25;Server3-EU;localhost
$10;1479371160358806734;1479371160358806734;Server3-EU;AsC_TreatmentAnalysis;
$12;1479371160358806734;1479371160358806734;196;Server3-NonEU;localhost
$12;1479371160358806734;1479371160358806734;154;Server1-NonEU;localhost
$10;1479371160358806734;1479371160358806734;Server1-EU;AsC_OnlineServices;
$12;1479371160358806734;1479371160358806734;205;Server3-EU;localhost
$12;1479371160358806734;1479371160358806734;14;Server2-NonEU;localhost
$12;1479371160358806734;1479371160358806734;52;Server1-EU;localhost
$12;1479371160358806734;1479371160358806734;138;Server2-EU;localhost
$12;1479371160358806734;1479371160358806734;130;Server1-EU;localhost
$11;1479371160358806734;1479371160358806734;Server1-EU;AsC_AccountingService;
$12;1479371160358806734;1479371160358806734;97;Server3-EU;localhost
$11;1479371160358806734;1479371160358806734;Server3-EU;AsC_TreatmentAnalysis;
$11;1479371160358806734;1479371160358806734;Server3-EU;AsC_GovStatistics;
$12;1479371160358806734;1479371160358806734;246;Server2-EU;localhost
$10;1479371160358806734;1479371160358806734;Server2-EU;AsC_AccountingService;
$11;1479371160358806734;1479371160358806734;Server2-EU;AsC_AccountingService;
$11;1479371160358806734;1479371160358806734;Server3-EU;AsC_ErrorDetection;
$12;1479371160358806734;1479371160358806734;95;Server1-EU;localhost
$12;1479371160358806734;1479371160358806734;262;Server2-NonEU;localhost
$12;1479371160358806734;1479371160358806734;215;Server1-EU;localhost
$12;1479371160358806734;1479371160358806734;15;Server2-EU;localhost
$12;1479371160358806734;1479371160358806734;253;Server1-NonEU;localhost
$12;1479371160358806734;1479371160358806734;227;Server3-NonEU;localhost
$12;1479371160358806734;1479371160358806734;219;Server1-EU;localhost
$12;1479371160358806734;1479371160358806734;127;Server1-NonEU;localhost
$12;1479371160358806734;1479371160358806734;68;Server3-EU;localhost
$10;1479371160358806734;1479371160358806734;Server3-NonEU;AsC_GovStatistics;
$12;1479371160358806734;1479371160358806734;107;Server1-NonEU;localhost
$11;1479371160358806734;1479371160358806734;Server3-NonEU;AsC_GovStatistics;
$12;1479371160358806734;1479371160358806734;219;Server1-EU;localhost
$12;1479371160358806734;1479371160358806734;72;Server2-EU;localhost
$11;1479371160358806734;1479371160358806734;Server3-EU;AsC_MarketingAnalysis;
$12;1479371160358806734;1479371160358806734;8;Server3-EU;localhost
$12;1479371160358806734;1479371160358806734;51;Server1-EU;localhost
$12;1479371160358806734;1479371160358806734;171;Server3-NonEU;localhost
$12;1479371160358806734;1479371160358806734;117;Server1-EU;localhost
$12;1479371160358806734;1479371160358806734;154;Server3-EU;localhost
$11;1479371160358806734;1479371160358806734;Server3-NonEU;AsC_DataManager;
$12;1479371160358806734;1479371160358806734;10;Server1-EU;localhost
$10;1479371160358806734;1479371160358806734;Server1-NonEU;AsC_GovStatistics;
$12;1479371160358806734;1479371160358806734;14;Server2-NonEU;localhost
$12;1479371160358806734;1479371160358806734;142;Server3-NonEU;localhost
$12;1479371160358806734;1479371160358806734;149;Server2-EU;localhost
$12;1479371160358806734;1479371160358806734;241;Server1-EU;localhost
$12;1479371160358806734;1479371160358806734;234;Server1-EU;localhost
$11;1479371160358806734;1479371160358806734;Server2-EU;AsC_CourseAnalysis;
$12;1479371160358806734;1479371160358806734;126;Server2-NonEU;localhost
$10;1479371160358806734;1479371160358806734;Server3-NonEU;AsC_MarketingAnalysis;
$12;1479371160358806734;1479371160358806734;199;Server3-NonEU;localhost
$12;1479371160358806734;1479371160358806734;45;Server3-NonEU;localhost
$12;1479371160358806734;1479371160358806734;56;Server3-NonEU;localhost
$12;1479371160358806734;1479371160358806734;74;Server2-NonEU;localhost
$12;1479371160358806734;1479371160358806734;156;Server1-NonEU;localhost
$12;1479371160358806734;1479371160358806734;167;Server3-EU;localhost
$11;1479371160358806734;1479371160358806734;Server3-NonEU;AsC_MarketingAnalysis;
$10;1479371160358806734;1479371160358806734;Server3-NonEU;AsC_DataManager;
$10;1479371160358806734;1479371160358806734;Server2-EU;AsC_AccountingService;
$12;1479371160358806734;1479371160358806734;142;Server2-EU;localhost
$12;1479371160358806734;1479371160358806734;98;Server1-EU;localhost
$12;1479371160358806734;1479371160358806734;89;Server3-NonEU;localhost
$12;1479371160358806734;1479371160358806734;6;Server2-EU;localhost
$11;1479371160358806734;1479371160358806734;Server2-EU;AsC_AccountingService;
$10;1479371160358806734;1479371160358806734;Server1-NonEU;AsC_AccountingService;
$12;1479371160358806734;1479371160358806734;199;Server1-EU;localhost
$12;1479371160358806734;1479371160358806734;34;Server3-NonEU;localhost
$12;1479371160358806734;1479371160358806734;88;Server2-EU;localhost
$12;1479371160358806734;1479371160358806734;158;Server3-EU;localhost
$12;1479371160358806734;1479371160358806734;83;Server1-NonEU;localhost
$12;1479371160358806734;1479371160358806734;52;Server3-EU;localhost
$11;1479371160358806734;1479371160358806734;Server1-EU;AsC_OnlineServices;
$12;1479371160358806734;1479371160358806734;142;Server3-NonEU;localhost
$10;1479371160358806734;1479371160358806734;Server1-NonEU;AsC_TreatmentAnalysis;
$12;1479371160358806734;1479371160358806734;51;Server1-EU;localhost
$10;1479371160358806734;1479371160358806734;Server3-EU;AsC_MarketingAnalysis;
